MNC;Operatorname;MCC;Country
190;Alaska Wireless Communications LLC;311;United States
190;Alaska Wireless Communications LLC;312;United States
560;American Cellular Corporation;534;United States
560;American Cellular Corporation;535;United States
560;American Cellular Corporation;316;United States
560;American Cellular Corporation;332;United States
560;American Cellular Corporation;330;United States
560;American Cellular Corporation;313;United States
560;American Cellular Corporation;314;United States
560;American Cellular Corporation;315;United States
560;American Cellular Corporation;310;United States
560;American Cellular Corporation;311;United States
560;American Cellular Corporation;312;United States
710;Artic Slope Telephone Association Cooperative;534;United States
710;Artic Slope Telephone Association Cooperative;535;United States
710;Artic Slope Telephone Association Cooperative;316;United States
710;Artic Slope Telephone Association Cooperative;332;United States
710;Artic Slope Telephone Association Cooperative;330;United States
710;Artic Slope Telephone Association Cooperative;313;United States
710;Artic Slope Telephone Association Cooperative;314;United States
710;Artic Slope Telephone Association Cooperative;315;United States
710;Artic Slope Telephone Association Cooperative;310;United States
710;Artic Slope Telephone Association Cooperative;311;United States
710;Artic Slope Telephone Association Cooperative;312;United States
380;AT&T Wireless Services Inc.;534;United States
380;AT&T Wireless Services Inc.;535;United States
380;AT&T Wireless Services Inc.;316;United States
380;AT&T Wireless Services Inc.;332;United States
380;AT&T Wireless Services Inc.;330;United States
380;AT&T Wireless Services Inc.;313;United States
380;AT&T Wireless Services Inc.;314;United States
380;AT&T Wireless Services Inc.;315;United States
380;AT&T Wireless Services Inc.;310;United States
380;AT&T Wireless Services Inc.;311;United States
380;AT&T Wireless Services Inc.;312;United States
980;AT&T Wireless Services Inc.;534;United States
980;AT&T Wireless Services Inc.;535;United States
980;AT&T Wireless Services Inc.;316;United States
980;AT&T Wireless Services Inc.;332;United States
980;AT&T Wireless Services Inc.;330;United States
980;AT&T Wireless Services Inc.;313;United States
980;AT&T Wireless Services Inc.;314;United States
980;AT&T Wireless Services Inc.;315;United States
980;AT&T Wireless Services Inc.;310;United States
980;AT&T Wireless Services Inc.;311;United States
980;AT&T Wireless Services Inc.;312;United States
830;Caprock Cellular Ltd. Partnership;534;United States
830;Caprock Cellular Ltd. Partnership;535;United States
830;Caprock Cellular Ltd. Partnership;316;United States
830;Caprock Cellular Ltd. Partnership;332;United States
830;Caprock Cellular Ltd. Partnership;330;United States
830;Caprock Cellular Ltd. Partnership;313;United States
830;Caprock Cellular Ltd. Partnership;314;United States
830;Caprock Cellular Ltd. Partnership;315;United States
830;Caprock Cellular Ltd. Partnership;310;United States
830;Caprock Cellular Ltd. Partnership;311;United States
830;Caprock Cellular Ltd. Partnership;312;United States
130;Cellular One of Amarillo;534;United States
130;Cellular One of Amarillo;535;United States
130;Cellular One of Amarillo;316;United States
130;Cellular One of Amarillo;332;United States
130;Cellular One of Amarillo;330;United States
130;Cellular One of Amarillo;313;United States
130;Cellular One of Amarillo;314;United States
130;Cellular One of Amarillo;315;United States
130;Cellular One of Amarillo;310;United States
130;Cellular One of Amarillo;311;United States
130;Cellular One of Amarillo;312;United States
190;Cellular One of East Central Illinois;534;United States
190;Cellular One of East Central Illinois;535;United States
190;Cellular One of East Central Illinois;316;United States
190;Cellular One of East Central Illinois;332;United States
190;Cellular One of East Central Illinois;330;United States
190;Cellular One of East Central Illinois;313;United States
190;Cellular One of East Central Illinois;314;United States
190;Cellular One of East Central Illinois;315;United States
190;Cellular One of East Central Illinois;310;United States
190;Cellular One of East Central Illinois;311;United States
190;Cellular One of East Central Illinois;312;United States
30;Centennial Communications;534;United States
30;Centennial Communications;535;United States
30;Centennial Communications;316;United States
30;Centennial Communications;332;United States
30;Centennial Communications;330;United States
30;Centennial Communications;313;United States
30;Centennial Communications;314;United States
30;Centennial Communications;315;United States
30;Centennial Communications;310;United States
30;Centennial Communications;311;United States
30;Centennial Communications;312;United States
570;Chinook Wireless;534;United States
570;Chinook Wireless;535;United States
570;Chinook Wireless;316;United States
570;Chinook Wireless;332;United States
570;Chinook Wireless;330;United States
570;Chinook Wireless;313;United States
570;Chinook Wireless;314;United States
570;Chinook Wireless;315;United States
570;Chinook Wireless;310;United States
570;Chinook Wireless;311;United States
570;Chinook Wireless;312;United States
480;Choice Phone LLC;534;United States
480;Choice Phone LLC;535;United States
480;Choice Phone LLC;316;United States
480;Choice Phone LLC;332;United States
480;Choice Phone LLC;330;United States
480;Choice Phone LLC;313;United States
480;Choice Phone LLC;314;United States
480;Choice Phone LLC;315;United States
480;Choice Phone LLC;310;United States
480;Choice Phone LLC;311;United States
480;Choice Phone LLC;312;United States
120;Choice Phone LLC;534;United States
120;Choice Phone LLC;535;United States
120;Choice Phone LLC;316;United States
120;Choice Phone LLC;332;United States
120;Choice Phone LLC;330;United States
120;Choice Phone LLC;313;United States
120;Choice Phone LLC;314;United States
120;Choice Phone LLC;315;United States
120;Choice Phone LLC;310;United States
120;Choice Phone LLC;311;United States
120;Choice Phone LLC;312;United States
420;Cincinnati Bell Wireless LLC;534;United States
420;Cincinnati Bell Wireless LLC;535;United States
420;Cincinnati Bell Wireless LLC;316;United States
420;Cincinnati Bell Wireless LLC;332;United States
420;Cincinnati Bell Wireless LLC;330;United States
420;Cincinnati Bell Wireless LLC;313;United States
420;Cincinnati Bell Wireless LLC;314;United States
420;Cincinnati Bell Wireless LLC;315;United States
420;Cincinnati Bell Wireless LLC;310;United States
420;Cincinnati Bell Wireless LLC;311;United States
420;Cincinnati Bell Wireless LLC;312;United States
410;Cingular Wireless;534;United States
410;Cingular Wireless;535;United States
410;Cingular Wireless;316;United States
410;Cingular Wireless;332;United States
410;Cingular Wireless;330;United States
410;Cingular Wireless;313;United States
410;Cingular Wireless;314;United States
410;Cingular Wireless;315;United States
410;Cingular Wireless;310;United States
410;Cingular Wireless;311;United States
410;Cingular Wireless;312;United States
170;Cingular Wireless;534;United States
170;Cingular Wireless;535;United States
170;Cingular Wireless;316;United States
170;Cingular Wireless;332;United States
170;Cingular Wireless;330;United States
170;Cingular Wireless;313;United States
170;Cingular Wireless;314;United States
170;Cingular Wireless;315;United States
170;Cingular Wireless;310;United States
170;Cingular Wireless;311;United States
170;Cingular Wireless;312;United States
180;Cingular Wireless;534;United States
180;Cingular Wireless;535;United States
180;Cingular Wireless;316;United States
180;Cingular Wireless;332;United States
180;Cingular Wireless;330;United States
180;Cingular Wireless;313;United States
180;Cingular Wireless;314;United States
180;Cingular Wireless;315;United States
180;Cingular Wireless;310;United States
180;Cingular Wireless;311;United States
180;Cingular Wireless;312;United States
150;Cingular Wireless;534;United States
150;Cingular Wireless;535;United States
150;Cingular Wireless;316;United States
150;Cingular Wireless;332;United States
150;Cingular Wireless;330;United States
150;Cingular Wireless;313;United States
150;Cingular Wireless;314;United States
150;Cingular Wireless;315;United States
150;Cingular Wireless;310;United States
150;Cingular Wireless;311;United States
150;Cingular Wireless;312;United States
620;Coleman County Telecommunications Inc. (Trans Texas;534;United States
620;Coleman County Telecommunications Inc. (Trans Texas;535;United States
620;Coleman County Telecommunications Inc. (Trans Texas;316;United States
620;Coleman County Telecommunications Inc. (Trans Texas;332;United States
620;Coleman County Telecommunications Inc. (Trans Texas;330;United States
620;Coleman County Telecommunications Inc. (Trans Texas;313;United States
620;Coleman County Telecommunications Inc. (Trans Texas;314;United States
620;Coleman County Telecommunications Inc. (Trans Texas;315;United States
620;Coleman County Telecommunications Inc. (Trans Texas;310;United States
620;Coleman County Telecommunications Inc. (Trans Texas;311;United States
620;Coleman County Telecommunications Inc. (Trans Texas;312;United States
630;Comtel PCS Mainstreet LP;534;United States
630;Comtel PCS Mainstreet LP;535;United States
630;Comtel PCS Mainstreet LP;316;United States
630;Comtel PCS Mainstreet LP;332;United States
630;Comtel PCS Mainstreet LP;330;United States
630;Comtel PCS Mainstreet LP;313;United States
630;Comtel PCS Mainstreet LP;314;United States
630;Comtel PCS Mainstreet LP;315;United States
630;Comtel PCS Mainstreet LP;310;United States
630;Comtel PCS Mainstreet LP;311;United States
630;Comtel PCS Mainstreet LP;312;United States
40;Concho Cellular Telephone Co., Inc.;534;United States
40;Concho Cellular Telephone Co., Inc.;535;United States
40;Concho Cellular Telephone Co., Inc.;316;United States
40;Concho Cellular Telephone Co., Inc.;332;United States
40;Concho Cellular Telephone Co., Inc.;330;United States
40;Concho Cellular Telephone Co., Inc.;313;United States
40;Concho Cellular Telephone Co., Inc.;314;United States
40;Concho Cellular Telephone Co., Inc.;315;United States
40;Concho Cellular Telephone Co., Inc.;310;United States
40;Concho Cellular Telephone Co., Inc.;311;United States
40;Concho Cellular Telephone Co., Inc.;312;United States
690;Conestoga Wireless Company;534;United States
690;Conestoga Wireless Company;535;United States
690;Conestoga Wireless Company;316;United States
690;Conestoga Wireless Company;332;United States
690;Conestoga Wireless Company;330;United States
690;Conestoga Wireless Company;313;United States
690;Conestoga Wireless Company;314;United States
690;Conestoga Wireless Company;315;United States
690;Conestoga Wireless Company;310;United States
690;Conestoga Wireless Company;311;United States
690;Conestoga Wireless Company;312;United States
60;Consolidated Telcom;534;United States
60;Consolidated Telcom;535;United States
60;Consolidated Telcom;316;United States
60;Consolidated Telcom;332;United States
60;Consolidated Telcom;330;United States
60;Consolidated Telcom;313;United States
60;Consolidated Telcom;314;United States
60;Consolidated Telcom;315;United States
60;Consolidated Telcom;310;United States
60;Consolidated Telcom;311;United States
60;Consolidated Telcom;312;United States
6;Consolidated Telcom;534;United States
6;Consolidated Telcom;535;United States
6;Consolidated Telcom;316;United States
6;Consolidated Telcom;332;United States
6;Consolidated Telcom;330;United States
6;Consolidated Telcom;313;United States
6;Consolidated Telcom;314;United States
6;Consolidated Telcom;315;United States
6;Consolidated Telcom;310;United States
6;Consolidated Telcom;311;United States
6;Consolidated Telcom;312;United States
8;Corr Wireless Communications;534;United States
8;Corr Wireless Communications;535;United States
8;Corr Wireless Communications;316;United States
8;Corr Wireless Communications;332;United States
8;Corr Wireless Communications;330;United States
8;Corr Wireless Communications;313;United States
8;Corr Wireless Communications;314;United States
8;Corr Wireless Communications;315;United States
8;Corr Wireless Communications;310;United States
8;Corr Wireless Communications;311;United States
8;Corr Wireless Communications;312;United States
80;Corr Wireless Communications LLC;534;United States
80;Corr Wireless Communications LLC;535;United States
80;Corr Wireless Communications LLC;316;United States
80;Corr Wireless Communications LLC;332;United States
80;Corr Wireless Communications LLC;330;United States
80;Corr Wireless Communications LLC;313;United States
80;Corr Wireless Communications LLC;314;United States
80;Corr Wireless Communications LLC;315;United States
80;Corr Wireless Communications LLC;310;United States
80;Corr Wireless Communications LLC;311;United States
80;Corr Wireless Communications LLC;312;United States
16;Cricket Communications;534;United States
16;Cricket Communications;535;United States
16;Cricket Communications;316;United States
16;Cricket Communications;332;United States
16;Cricket Communications;330;United States
16;Cricket Communications;313;United States
16;Cricket Communications;314;United States
16;Cricket Communications;315;United States
16;Cricket Communications;310;United States
16;Cricket Communications;311;United States
16;Cricket Communications;312;United States
440;Dobson Cellular Systems;534;United States
440;Dobson Cellular Systems;535;United States
440;Dobson Cellular Systems;316;United States
440;Dobson Cellular Systems;332;United States
440;Dobson Cellular Systems;330;United States
440;Dobson Cellular Systems;313;United States
440;Dobson Cellular Systems;314;United States
440;Dobson Cellular Systems;315;United States
440;Dobson Cellular Systems;310;United States
440;Dobson Cellular Systems;311;United States
